InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
540848,90011E,AMBER CRYSTAL DROP EARRINGS,1,1/12/2011 9:26,2.96,NA,United Kingdom
539750,22694,WICKER STAR ,3,12/21/2010 15:40,3.36,NA,United Kingdom
567612,22592,CARDHOLDER HOLLY WREATH METAL,4,9/21/2011 11:48,3.75,17164,United Kingdom
556237,22697,GREEN REGENCY TEACUP AND SAUCER,1,6/9/2011 15:34,5.79,NA,United Kingdom
576405,23542,WALL ART 70'S ALPHABET ,1,11/15/2011 11:14,8.25,13735,United Kingdom
578344,21314,SMALL GLASS HEART TRINKET POT,5,11/24/2011 9:21,4.13,NA,United Kingdom
544681,21688,SILVER PLATE CANDLE BOWL SMALL,1,2/22/2011 16:28,5.79,NA,United Kingdom
578067,21974,SET OF 36 PAISLEY FLOWER DOILIES,1,11/22/2011 15:43,2.92,NA,United Kingdom
545416,85114B,IVORY ENCHANTED FOREST PLACEMAT,10,3/2/2011 13:35,1.65,17770,United Kingdom
571848,72799E,IVORY PILLAR CANDLE SILVER FLOCK,6,10/19/2011 12:50,2.95,13576,United Kingdom
566981,22699,ROSES REGENCY TEACUP AND SAUCER ,6,9/16/2011 10:02,2.95,15498,United Kingdom
556229,16161U,WRAP SUKI AND FRIENDS,25,6/9/2011 14:43,0.42,12839,United Kingdom
557305,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,6/19/2011 14:42,1.45,13568,United Kingdom
565329,21580,RABBIT  DESIGN  COTTON TOTE BAG,1,9/2/2011 13:54,2.25,14606,United Kingdom
560650,22244,3 HOOK HANGER MAGIC GARDEN,2,7/20/2011 11:38,1.95,15529,United Kingdom
580044,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,12/1/2011 12:36,3.75,14869,United Kingdom
576299,21181,,16,11/14/2011 14:38,0,NA,United Kingdom
555925,21212,PACK OF 72 RETROSPOT CAKE CASES,1,6/7/2011 17:13,1.25,NA,United Kingdom
581175,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,144,12/7/2011 15:16,0.21,14646,Netherlands
563909,22093,MOTORING TISSUE BOX,3,8/21/2011 12:36,0.39,15701,United Kingdom
560999,21892,TRADITIONAL WOODEN CATCH CUP GAME ,1,7/22/2011 14:13,1.25,NA,United Kingdom
576923,23493,VINTAGE DOILY TRAVEL SEWING KIT,100,11/17/2011 10:52,1.95,12753,Japan
541854,21166,COOK WITH WINE METAL SIGN ,1,1/23/2011 14:58,1.95,18283,United Kingdom
541564,21165,BEWARE OF THE CAT METAL SIGN ,1,1/19/2011 11:38,1.69,16904,United Kingdom
541424,22867,HAND WARMER BIRD DESIGN,2,1/17/2011 17:57,4.13,NA,United Kingdom
567184,21810,CHRISTMAS HANGING STAR WITH BELL,10,9/18/2011 15:41,1.25,16033,United Kingdom
571554,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,3,10/18/2011 9:13,6.63,NA,United Kingdom
555842,23066,SMALL DECO JEWELLERY STAND,4,6/7/2011 12:54,8.25,17874,United Kingdom
C548460,22990,COTTON APRON PANTRY DESIGN,-2,3/31/2011 11:58,4.95,16801,United Kingdom
545669,21613,S/12 VANILLA  BOTANICAL T-LIGHTS,12,3/6/2011 10:05,2.95,17243,United Kingdom
537034,22865,HAND WARMER OWL DESIGN,96,12/3/2010 17:20,1.85,13081,United Kingdom
559538,21260,FIRST AID TIN,2,7/10/2011 12:25,3.25,16880,United Kingdom
561654,21519,GIN & TONIC DIET GREETING CARD ,12,7/28/2011 15:58,0.42,14973,United Kingdom
542534,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,1/28/2011 13:27,4.25,13707,United Kingdom
550632,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,4/19/2011 14:56,2.1,16907,United Kingdom
548194,90040C,MURANO STYLE GLASS BRACELET GOLD,1,3/29/2011 15:30,3.73,NA,United Kingdom
559816,84832,ZINC WILLIE WINKIE  CANDLE STICK,2,7/12/2011 16:11,1.63,NA,United Kingdom
538177,22847,BREAD BIN DINER STYLE IVORY,1,12/10/2010 9:51,34,NA,United Kingdom
551982,22429,ENAMEL MEASURING JUG CREAM,4,5/5/2011 13:56,4.25,15023,United Kingdom
546888,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,1,3/17/2011 18:15,2.46,NA,United Kingdom
563750,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,32,8/19/2011 10:18,0.42,16122,United Kingdom
567508,21671,RED SPOT CERAMIC DRAWER KNOB,12,9/20/2011 14:50,1.25,17724,United Kingdom
576329,21174,POTTERING IN THE SHED METAL SIGN,2,11/14/2011 15:22,4.13,NA,United Kingdom
543355,22763,KEY CABINET MA CAMPAGNE,1,2/7/2011 13:50,9.95,16033,United Kingdom
574740,22423,REGENCY CAKESTAND 3 TIER,8,11/6/2011 16:07,12.75,12357,Switzerland
561901,22413,METAL SIGN TAKE IT OR LEAVE IT ,240,7/31/2011 15:42,2.95,14156,EIRE
538826,21188,3D HEARTS  HONEYCOMB PAPER GARLAND,1,12/14/2010 12:58,2.95,12370,Cyprus
541680,85152,HAND OVER THE CHOCOLATE   SIGN ,48,1/20/2011 14:18,1.69,14062,United Kingdom
564760,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,8/30/2011 10:47,4.13,NA,United Kingdom
573311,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,10/28/2011 16:45,2.55,14071,United Kingdom
562220,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,6,8/3/2011 14:19,2.1,15150,United Kingdom
540352,21221,SET/4 BADGES CUTE CREATURES,1,1/6/2011 14:27,0.85,NA,United Kingdom
567795,21219,SET/4 BADGES BALLOON GIRL,20,9/22/2011 11:44,1.25,14646,Netherlands
543056,21232,STRAWBERRY CERAMIC TRINKET BOX,24,2/3/2011 10:47,1.25,12471,Germany
543625,22616,PACK OF 12 LONDON TISSUES ,24,2/10/2011 15:38,0.29,12583,France
568346,21991,BOHEMIAN COLLAGE STATIONERY SET,2,9/26/2011 15:28,2.46,14096,United Kingdom
560248,23140,TRIPLE WIRE HOOK IVORY HEART,2,7/17/2011 12:24,4.15,16255,United Kingdom
572567,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,12,10/25/2011 10:27,1.25,12398,Switzerland
569020,22152,PLACE SETTING WHITE STAR,24,9/30/2011 9:39,0.42,15321,United Kingdom
536544,72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,1,12/1/2010 14:32,2.51,NA,United Kingdom
560718,47566,PARTY BUNTING,60,7/20/2011 13:30,4.15,17677,United Kingdom
540566,84992,72 SWEETHEART FAIRY CAKE CASES,4,1/10/2011 10:58,0.55,17811,United Kingdom
541696,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,1/20/2011 18:08,3.29,NA,United Kingdom
550542,22163,HEART STRING MEMO HOLDER HANGING,1,4/19/2011 11:37,3.29,NA,United Kingdom
576365,23309,SET OF 60 I LOVE LONDON CAKE CASES ,181,11/14/2011 17:55,1.5,NA,United Kingdom
544601,23230,WRAP ALPHABET DESIGN,25,2/22/2011 9:00,0.42,16638,United Kingdom
575331,22991,GIRAFFE WOODEN RULER,12,11/9/2011 13:52,1.95,13209,United Kingdom
541679,21844,RED RETROSPOT MUG,6,1/20/2011 14:17,2.95,15422,United Kingdom
568589,22959,WRAP CHRISTMAS VILLAGE,25,9/28/2011 10:27,0.42,17405,United Kingdom
539453,90104,PURPLE FRANGIPANI HAIRCLIP,1,12/17/2010 17:08,0.83,NA,United Kingdom
574074,22941,CHRISTMAS LIGHTS 10 REINDEER,2,11/2/2011 15:33,16.63,NA,United Kingdom
565122,23263,SET OF 3 WOODEN HEART DECORATIONS,2,9/1/2011 11:48,1.25,13069,United Kingdom
537334,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,12/6/2010 12:06,3.95,16719,United Kingdom
538597,20982,12 PENCILS TALL TUBE SKULLS,3,12/13/2010 12:26,0.85,15555,United Kingdom
560783,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,7/21/2011 10:24,4.95,15108,European Community
537666,22451,SILK PURSE BABUSHKA RED,1,12/7/2010 18:36,6.77,NA,United Kingdom
540857,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",24,1/12/2011 10:20,4.25,16779,United Kingdom
553007,16014,SMALL CHINESE STYLE SCISSOR,80,5/12/2011 16:50,0.42,14000,United Kingdom
560088,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,7/14/2011 16:42,0.29,15114,United Kingdom
563216,85019A,ROMANTIC IMAGES NOTEBOOK SET,1,8/14/2011 13:14,1.25,17841,United Kingdom
569493,23380,PACK OF 12 VINTAGE DOILY TISSUES,24,10/4/2011 13:35,0.39,13317,United Kingdom
562418,48188,DOORMAT WELCOME PUPPIES,2,8/4/2011 16:34,7.95,16572,United Kingdom
537382,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,2,12/6/2010 13:13,0.85,16710,United Kingdom
549964,22629,SPACEBOY LUNCH BOX ,12,4/13/2011 14:12,1.95,13122,United Kingdom
547511,79321,CHILLI LIGHTS,8,3/23/2011 13:44,5.75,17411,United Kingdom
577499,23570,TRADITIONAL PICK UP STICKS GAME ,2,11/20/2011 12:24,1.25,15906,United Kingdom
568495,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,9/27/2011 12:08,1.45,14755,United Kingdom
538053,79190A,RETRO PLASTIC 70'S TRAY,15,12/9/2010 13:34,0.42,15856,United Kingdom
569046,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,9/30/2011 10:48,0.85,14422,United Kingdom
540157,21447,12 IVORY ROSE PEG PLACE SETTINGS,3,1/5/2011 11:41,1.25,15311,United Kingdom
577094,22551,PLASTERS IN TIN SPACEBOY,1,11/17/2011 16:39,1.65,15435,United Kingdom
C574261,21208,PASTEL COLOUR HONEYCOMB FAN,-5,11/3/2011 14:00,0.39,12683,France
561692,22192,BLUE DINER WALL CLOCK,2,7/29/2011 9:48,8.5,14143,United Kingdom
554836,21914,BLUE HARMONICA IN BOX ,12,5/26/2011 16:25,1.25,13015,United Kingdom
571712,22555,PLASTERS IN TIN STRONGMAN,4,10/18/2011 16:46,1.65,14056,United Kingdom
544202,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2/17/2011 10:29,4.13,NA,United Kingdom
566026,23405,HOME SWEET HOME 2 DRAWER CABINET,4,9/8/2011 12:56,4.95,15618,United Kingdom
561098,22784,LANTERN CREAM GAZEBO ,3,7/25/2011 10:56,4.95,14194,United Kingdom
560282,22302,COFFEE MUG PEARS  DESIGN,6,7/18/2011 8:21,2.55,14758,United Kingdom
566949,22027,TEA PARTY BIRTHDAY CARD,1,9/15/2011 16:32,0.83,NA,United Kingdom
551085,21843,RED RETROSPOT CAKE STAND,1,4/26/2011 12:29,10.95,14854,United Kingdom
558540,22425,ENAMEL COLANDER CREAM,3,6/30/2011 12:15,4.95,17706,United Kingdom
566060,23086,ZINC  STAR T-LIGHT HOLDER ,6,9/8/2011 15:27,2.46,NA,United Kingdom
553744,85141,,-7,5/19/2011 9:44,0,NA,United Kingdom
553739,23254,KIDS CUTLERY DOLLY GIRL ,4,5/19/2011 9:23,4.15,14895,United Kingdom
575212,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,11/9/2011 10:41,1.95,14108,United Kingdom
550496,22889,NUMBER TILE VINTAGE FONT No ,1,4/18/2011 15:05,4.13,NA,United Kingdom
551277,20657,TROPICAL LUGGAGE TAG,2,4/27/2011 13:06,1.25,13637,United Kingdom
580167,22593,CHRISTMAS GINGHAM STAR,36,12/2/2011 11:28,0.85,17386,United Kingdom
543097,22507,MEMO BOARD RETROSPOT  DESIGN,1,2/3/2011 11:41,10.79,NA,United Kingdom
564181,22263,FELT EGG COSY LADYBIRD ,12,8/23/2011 14:53,0.85,13862,United Kingdom
572218,21484,CHICK GREY HOT WATER BOTTLE,4,10/21/2011 13:13,3.45,16311,United Kingdom
560412,20712,JUMBO BAG WOODLAND ANIMALS,2,7/18/2011 14:32,2.08,12748,United Kingdom
580619,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/5/2011 12:08,0.95,15053,United Kingdom
579387,23318,BOX OF 6 MINI VINTAGE CRACKERS,4,11/29/2011 12:06,2.49,14452,United Kingdom
579777,23209,LUNCH BAG VINTAGE DOILY ,4,11/30/2011 15:13,4.13,NA,United Kingdom
542618,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,1/30/2011 15:52,2.95,14502,United Kingdom
545045,21455,PAINTED YELLOW WOODEN DAISY,5,2/27/2011 11:40,0.85,15708,United Kingdom
554028,22918,HERB MARKER PARSLEY,12,5/20/2011 13:43,0.65,15410,United Kingdom
544392,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,24,2/18/2011 11:54,3.39,14680,United Kingdom
561884,23301,GARDENERS KNEELING PAD KEEP CALM ,1,7/31/2011 13:07,1.65,15453,United Kingdom
568542,22729,ALARM CLOCK BAKELIKE ORANGE,2,9/27/2011 14:31,3.75,16750,United Kingdom
542541,85131A,BEADED PEARL HEART WHITE ON STICK,2,1/28/2011 14:25,0.83,NA,United Kingdom
563061,21790,VINTAGE SNAP CARDS,12,8/11/2011 15:25,0.85,13588,United Kingdom
557615,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,6/21/2011 13:24,1.65,15498,United Kingdom
549429,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,4/8/2011 12:06,3.25,17001,United Kingdom
545685,22897,OVEN MITT APPLES DESIGN,1,3/6/2011 11:55,1.45,14499,United Kingdom
558125,20676,RED RETROSPOT BOWL,72,6/27/2011 10:20,1.06,16422,United Kingdom
580997,23166,MEDIUM CERAMIC TOP STORAGE JAR,4,12/6/2011 17:23,1.25,15023,United Kingdom
563689,21749,LARGE RED RETROSPOT WINDMILL,2,8/18/2011 12:43,2.1,15743,United Kingdom
578017,48129,DOORMAT TOPIARY,1,11/22/2011 13:07,8.25,13569,United Kingdom
574476,21619,4 VANILLA BOTANICAL CANDLES,1,11/4/2011 12:20,1.25,17203,United Kingdom
536592,21774,DECORATIVE CATS BATHROOM BOTTLE,5,12/1/2010 17:06,2.51,NA,United Kingdom
543373,21928,JUMBO BAG SCANDINAVIAN PAISLEY,10,2/7/2011 15:04,1.95,16945,United Kingdom
576045,22110,BIRD HOUSE HOT WATER BOTTLE,6,11/13/2011 14:42,2.55,15022,United Kingdom
543815,22938,CUPCAKE LACE PAPER SET 6,1,2/13/2011 15:18,1.95,17255,United Kingdom
553942,46000M,POLYESTER FILLER PAD 45x45cm,2,5/20/2011 10:37,1.55,18055,United Kingdom
542906,20662,FIRST CLASS HOLIDAY PURSE ,2,2/1/2011 15:12,2.46,NA,United Kingdom
567504,22979,PANTRY WASHING UP BRUSH,12,9/20/2011 14:33,1.45,13356,United Kingdom
555418,21495,SKULLS AND CROSSBONES WRAP,25,6/3/2011 10:19,0.42,15498,United Kingdom
544091,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2/16/2011 8:37,1.25,14897,United Kingdom
538200,21034,REX CASH+CARRY JUMBO SHOPPER,1,12/10/2010 11:11,0.95,17912,United Kingdom
545568,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,3/3/2011 16:22,4.96,NA,United Kingdom
576876,85014A,BLACK/BLUE POLKADOT UMBRELLA,4,11/16/2011 16:42,5.95,16804,United Kingdom
572720,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,6,10/25/2011 15:04,2.1,13978,United Kingdom
568057,23295,SET OF 12 MINI LOAF BAKING CASES,1,9/23/2011 12:56,2.46,NA,United Kingdom
574310,21974,SET OF 36 PAISLEY FLOWER DOILIES,3,11/3/2011 16:56,1.45,13467,United Kingdom
568721,23332,IVORY WICKER HEART LARGE,1,9/28/2011 16:24,3.29,NA,United Kingdom
545685,85197,SET OF 12 MINI BUNNIES IN A BUCKET,1,3/6/2011 11:55,2.1,14499,United Kingdom
548808,22970,LONDON BUS COFFEE MUG,6,4/4/2011 12:55,2.55,17774,United Kingdom
541596,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,1/19/2011 16:18,2.95,17602,United Kingdom
538349,22962,JAM JAR WITH PINK LID,2,12/10/2010 14:59,1.66,NA,United Kingdom
558768,85054,FRENCH ENAMEL POT W LID,1,7/3/2011 13:33,2.95,15952,United Kingdom
580730,22621,TRADITIONAL KNITTING NANCY,4,12/5/2011 17:28,3.29,NA,United Kingdom
551160,22796,PHOTO FRAME 3 CLASSIC HANGING,2,4/26/2011 15:04,9.95,15237,United Kingdom
573496,20963,APPLE BATH SPONGE,1,10/31/2011 11:59,1.25,17841,United Kingdom
579101,21832,CHOCOLATE CALCULATOR,6,11/28/2011 11:27,1.65,16364,United Kingdom
575131,20979,36 PENCILS TUBE RED RETROSPOT,16,11/8/2011 14:39,1.25,15208,United Kingdom
545036,22667,RECIPE BOX RETROSPOT ,1,2/25/2011 17:25,2.95,14573,United Kingdom
563928,84879,ASSORTED COLOUR BIRD ORNAMENT,16,8/21/2011 15:17,1.69,17059,United Kingdom
574334,22467,GUMBALL COAT RACK,72,11/4/2011 9:44,2.1,16672,United Kingdom
538107,22553,PLASTERS IN TIN SKULLS,12,12/9/2010 15:21,1.65,12826,United Kingdom
554124,22847,BREAD BIN DINER STYLE IVORY,1,5/23/2011 8:31,16.95,13339,United Kingdom
565208,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,9/1/2011 16:50,2.95,18172,United Kingdom
552663,21866,UNION JACK FLAG LUGGAGE TAG,1,5/10/2011 15:04,3.29,NA,United Kingdom
549520,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,4/8/2011 15:19,0.55,13265,United Kingdom
562264,84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,4,8/3/2011 16:14,8.29,NA,United Kingdom
543911,85215,ASSORTED CHEESE FRIDGE MAGNETS,72,2/14/2011 12:46,0.65,17829,United Arab Emirates
579300,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,21,11/29/2011 11:30,0.29,14667,United Kingdom
545713,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,3/7/2011 10:11,4.13,NA,United Kingdom
581098,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,12/7/2011 11:42,1.45,14911,EIRE
565332,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,9/2/2011 14:09,1.06,13695,United Kingdom
560442,21034,REX CASH+CARRY JUMBO SHOPPER,1,7/18/2011 16:59,0.95,15860,United Kingdom
574474,23082,SET 6 PAPER TABLE LANTERN HEARTS ,1,11/4/2011 12:05,3.75,17979,United Kingdom
542794,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2/1/2011 10:56,5.79,NA,United Kingdom
574941,23535,WALL ART BICYCLE SAFETY,11,11/7/2011 17:42,14.95,NA,United Kingdom
572925,23231,WRAP  VINTAGE DOILY ,25,10/27/2011 9:18,0.42,12523,France
570838,22999,TRAVEL CARD WALLET VINTAGE LEAF,1,10/12/2011 14:05,0.42,NA,United Kingdom
540561,20724,RED RETROSPOT CHARLOTTE BAG,10,1/10/2011 10:32,0.85,13004,United Kingdom
555275,85132C,CHARLIE AND LOLA FIGURES TINS,1,6/1/2011 17:18,5.79,NA,United Kingdom
549023,82580,BATHROOM METAL SIGN,1,4/5/2011 16:27,1.25,NA,United Kingdom
540681,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,1/10/2011 16:25,2.13,NA,United Kingdom
576927,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,11/17/2011 11:02,4.15,12567,France
560264,23322,LARGE WHITE HEART OF WICKER,6,7/17/2011 13:46,2.95,12833,United Kingdom
577057,23581,JUMBO BAG PAISLEY PARK,1,11/17/2011 14:26,2.08,12748,United Kingdom
540551,22074,6 RIBBONS SHIMMERING PINKS ,9,1/10/2011 9:43,0.85,NA,United Kingdom
554827,23080,RED METAL BOX TOP SECRET,16,5/26/2011 15:19,7.5,14646,Netherlands
562715,22475,SKULL DESIGN TV DINNER TRAY,2,8/8/2011 15:34,10.79,NA,United Kingdom
560093,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,7/14/2011 17:11,4.15,14461,United Kingdom
566735,22728,ALARM CLOCK BAKELIKE PINK,1,9/14/2011 14:19,3.75,15707,United Kingdom
540551,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,1/10/2011 9:43,3.36,NA,United Kingdom
545188,21980,PACK OF 12 RED RETROSPOT TISSUES ,4,2/28/2011 15:19,0.29,14056,United Kingdom
564754,21129,SILVER FISHING GNOME ,1,8/30/2011 10:29,12.46,NA,United Kingdom
553527,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,12,5/17/2011 14:57,1.65,15123,United Kingdom
552463,22178,VICTORIAN GLASS HANGING T-LIGHT,12,5/9/2011 14:54,1.25,14699,United Kingdom
538653,22077,6 RIBBONS RUSTIC CHARM,24,12/13/2010 15:12,1.65,13089,United Kingdom
572513,23534,WALL ART STOP FOR TEA ,1,10/24/2011 14:36,5.95,16728,United Kingdom
551471,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,4/28/2011 16:40,7.95,16370,United Kingdom
563477,23147,SINGLE ANTIQUE ROSE HOOK IVORY,4,8/16/2011 15:39,1.45,17097,Spain
538508,48111,DOORMAT 3 SMILEY CATS,3,12/12/2010 13:32,7.95,15998,United Kingdom
541855,22551,PLASTERS IN TIN SPACEBOY,1,1/23/2011 14:59,1.65,13742,United Kingdom
537144,21427,SKULLS STORAGE BOX SMALL,1,12/5/2010 13:00,2.1,15880,United Kingdom
540980,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,1/12/2011 15:22,1.25,14514,United Kingdom
543534,82494L,WOODEN FRAME ANTIQUE WHITE ,24,2/9/2011 13:25,2.55,13590,United Kingdom
559055,21934,SKULL SHOULDER BAG,4,7/5/2011 17:09,1.63,NA,United Kingdom
564820,23322,LARGE WHITE HEART OF WICKER,2,8/30/2011 12:16,5.79,NA,United Kingdom
545158,22655,VINTAGE RED KITCHEN CABINET,1,2/28/2011 13:28,125,15874,United Kingdom
570116,22367,CHILDRENS APRON SPACEBOY DESIGN,2,10/7/2011 12:38,1.95,12856,United Kingdom
536742,22768,FAMILY PHOTO FRAME CORNICE,1,12/2/2010 13:14,9.95,16916,United Kingdom
542192,22274,FELTCRAFT DOLL EMILY,1,1/26/2011 11:27,2.95,14049,United Kingdom
551292,23205,CHARLOTTE BAG ALPHABET  DESIGN,50,4/27/2011 14:27,0.72,14298,United Kingdom
562551,21900,"KEY FOB , SHED",3,8/5/2011 16:19,0.65,17231,United Kingdom
C554870,21175,GIN + TONIC DIET METAL SIGN,-3,5/27/2011 10:57,2.55,15078,United Kingdom
538095,22695,WICKER WREATH SMALL,1,12/9/2010 14:55,1.45,17097,Spain
572065,22348,TEA BAG PLATE RED RETROSPOT,3,10/20/2011 13:06,0.85,12556,Spain
545060,22138,BAKING SET 9 PIECE RETROSPOT ,1,2/27/2011 13:47,4.95,15547,United Kingdom
538255,21588,RETROSPOT GIANT TUBE MATCHES,12,12/10/2010 12:33,2.55,14911,EIRE
547108,84997B,CHILDRENS CUTLERY RETROSPOT RED ,2,3/21/2011 11:36,4.15,14659,United Kingdom
C543785,22846,BREAD BIN DINER STYLE RED ,-2,2/11/2011 17:01,14.95,13098,United Kingdom
552000,85099C,JUMBO  BAG BAROQUE BLACK WHITE,7,5/5/2011 15:56,2.08,NA,United Kingdom
555202,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,6/1/2011 12:11,1.25,16813,United Kingdom
568991,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,24,9/29/2011 16:44,2.89,18204,United Kingdom
541592,21033,JUMBO BAG CHARLIE AND LOLA TOYS,7,1/19/2011 15:08,2.46,NA,United Kingdom
538198,20757,RED DAISY POCKET BOOK ,3,12/10/2010 11:01,0.85,17827,United Kingdom
568493,22945,CHRISTMAS METAL TAGS ASSORTED ,12,9/27/2011 12:03,0.85,12987,United Kingdom
559360,20766,GARDEN PATH SKETCHBOOK,2,7/7/2011 19:54,3.75,14657,United Kingdom
551997,84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,5/5/2011 15:47,5.83,NA,United Kingdom
552315,22629,SPACEBOY LUNCH BOX ,12,5/8/2011 16:10,1.95,12700,France
573501,22914,BLUE COAT RACK PARIS FASHION,3,10/31/2011 12:02,4.95,18055,United Kingdom
575875,84568,GIRLS ALPHABET IRON ON PATCHES ,21,11/11/2011 13:06,0.42,NA,United Kingdom
576665,84836,ZINC METAL HEART DECORATION,5,11/16/2011 11:46,1.25,17841,United Kingdom
C557648,22197,POPCORN HOLDER,-3,6/21/2011 17:14,0.72,17677,United Kingdom
539307,84660C,PINK STITCHED WALL CLOCK,60,12/16/2010 17:43,1.25,13694,United Kingdom
576648,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,11/16/2011 10:32,2.95,14057,United Kingdom
580730,23381,PACK OF 12 VINTAGE LEAF TISSUES ,1,12/5/2011 17:28,0.83,NA,United Kingdom
578998,22192,BLUE DINER WALL CLOCK,1,11/27/2011 16:05,8.5,15436,United Kingdom
557787,23177,TREASURE ISLAND BOOK BOX,1,6/22/2011 16:16,2.25,15041,United Kingdom
537237,21894,POTTING SHED SEED ENVELOPES,2,12/6/2010 9:58,2.51,NA,United Kingdom
562113,20725,LUNCH BAG RED RETROSPOT,2,8/2/2011 16:11,4.13,NA,United Kingdom
569246,84596G,SMALL CHOCOLATES PINK BOWL,11,10/3/2011 9:57,0.83,14096,United Kingdom
537010,22162,,-40,12/3/2010 15:38,0,NA,United Kingdom
560828,81952B,ROUND BLUE CLOCK WITH SUCKER,1,7/21/2011 11:55,0.19,14298,United Kingdom
566213,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,9/9/2011 15:09,2.49,14895,United Kingdom
566757,79144B,PAINTED LIGHTBULB STAR+ MOON,12,9/14/2011 15:54,0.83,NA,United Kingdom
536806,82580,BATHROOM METAL SIGN,12,12/2/2010 16:42,0.55,12971,United Kingdom
572549,23372,SET 36 COLOUR PENCILS DOLLY GIRL,2,10/24/2011 17:03,2.46,NA,United Kingdom
569799,22633,HAND WARMER UNION JACK,12,10/6/2011 11:47,2.1,13602,United Kingdom
562422,21439,BASKET OF TOADSTOOLS,12,8/4/2011 16:59,1.25,13218,United Kingdom
559876,20712,JUMBO BAG WOODLAND ANIMALS,4,7/13/2011 11:09,2.08,15752,United Kingdom
537640,22554,PLASTERS IN TIN WOODLAND ANIMALS,4,12/7/2010 15:31,4.21,NA,United Kingdom
580677,20726,LUNCH BAG WOODLAND,2,12/5/2011 14:40,1.65,16200,United Kingdom
568949,23426,METAL SIGN DROP YOUR PANTS,1,9/29/2011 15:13,5.79,NA,United Kingdom
552652,21930,JUMBO STORAGE BAG SKULLS,1,5/10/2011 14:09,2.08,14591,United Kingdom
575177,22616,PACK OF 12 LONDON TISSUES ,1,11/8/2011 18:41,0.83,NA,United Kingdom
566451,22467,GUMBALL COAT RACK,1,9/12/2011 16:14,2.55,18069,United Kingdom
554080,20773,BLUE PAISLEY NOTEBOOK,3,5/22/2011 11:42,1.65,16931,United Kingdom
546875,22971,QUEENS GUARD COFFEE MUG,6,3/17/2011 16:38,2.55,12514,Italy
537240,22630,DOLLY GIRL LUNCH BOX,1,12/6/2010 10:08,4.21,NA,United Kingdom
561693,22619,SET OF 6 SOLDIER SKITTLES,4,7/29/2011 9:48,3.75,15120,United Kingdom
550201,22494,EMERGENCY FIRST AID TIN ,12,4/15/2011 10:25,1.25,12769,Brazil
561455,22697,GREEN REGENCY TEACUP AND SAUCER,12,7/27/2011 11:58,2.95,15095,United Kingdom
